Season,Team,Player,Position
2016/17,AFC Bournemouth,Lys Mousset,Centre-Forward
2016/17,AFC Bournemouth,Marc Pugh,Left Winger
2016/17,AFC Bournemouth,Marc Wilson,Centre-Back
2016/17,AFC Bournemouth,Matt Worthington,Central Midfield
2016/17,AFC Bournemouth,Max Gradel,Left Winger
2016/17,AFC Bournemouth,Nathan Aké,Centre-Back
2016/17,AFC Bournemouth,Ollie Harfield,Left-Back
2016/17,AFC Bournemouth,Rhoys Wiggins,Left-Back
2016/17,AFC Bournemouth,Ryan Allsop,Goalkeeper
2016/17,AFC Bournemouth,Ryan Fraser,Left Winger
2016/17,AFC Bournemouth,Sam Surridge,Centre-Forward
2016/17,AFC Bournemouth,Simon Francis,Right-Back
2016/17,AFC Bournemouth,Steve Cook,Centre-Back
2016/17,AFC Bournemouth,Tyrone Mings,Centre-Back
2016/17,Arsenal,Aaron Ramsey,Central Midfield
2016/17,Arsenal,Ainsley Maitland-Niles,Right-Back
2016/17,Arsenal,Alex Iwobi,Left Winger
2016/17,Arsenal,Alex Oxlade-Chamberlain,Central Midfield
2016/17,Arsenal,Alexis Sánchez,Second Striker
2016/17,Arsenal,Ben Sheaf,Defensive Midfield
2016/17,Arsenal,Calum Chambers,Centre-Back
2016/17,Arsenal,Carl Jenkinson,Right-Back
2016/17,Arsenal,Chris Willock,Left Winger
2016/17,Arsenal,Chuba Akpom,Centre-Forward
2016/17,Arsenal,Danny Welbeck,Centre-Forward
2016/17,Arsenal,David Ospina,Goalkeeper
2016/17,Arsenal,Emiliano Martínez,Goalkeeper
2016/17,Arsenal,Francis Coquelin,Defensive Midfield
2016/17,Arsenal,Gabriel Paulista,Centre-Back
2016/17,Arsenal,Gedion Zelalem,Defensive Midfield
2016/17,Arsenal,Granit Xhaka,Defensive Midfield
2016/17,Arsenal,Héctor Bellerín,Right-Back
2016/17,Arsenal,Jack Wilshere,Central Midfield
2016/17,Arsenal,Jeff Reine-Adélaïde,Attacking Midfield
2016/17,Arsenal,Joel Campbell,Second Striker
2016/17,Arsenal,Josh Dasilva,Central Midfield
2016/17,Arsenal,Kieran Gibbs,Left-Back
2016/17,Arsenal,Krystian Bielik,Centre-Back
2016/17,Arsenal,Laurent Koscielny,Centre-Back
2016/17,Arsenal,Lucas Pérez,Centre-Forward
2016/17,Arsenal,Marc Bola,Left-Back
2016/17,Arsenal,Mathieu Debuchy,Right-Back
2016/17,Arsenal,Matt Macey,Goalkeeper
2016/17,Arsenal,Mesut Özil,Attacking Midfield
2016/17,Arsenal,Mohamed Elneny,Defensive Midfield
2016/17,Arsenal,Nacho Monreal,Left-Back
2016/17,Arsenal,Olivier Giroud,Centre-Forward
2016/17,Arsenal,Per Mertesacker,Centre-Back
2016/17,Arsenal,Petr Cech,Goalkeeper
2016/17,Arsenal,Rob Holding,Centre-Back
2016/17,Arsenal,Santi Cazorla,Central Midfield
2016/17,Arsenal,Shkodran Mustafi,Centre-Back
2016/17,Arsenal,Stephy Mavididi,Left Winger
2016/17,Arsenal,Theo Walcott,Right Winger
2016/17,Arsenal,Wojciech Szczesny,Goalkeeper
2016/17,Arsenal,Yaya Sanogo,Centre-Forward
2016/17,Burnley FC,Aiden O'Neill,Defensive Midfield
2016/17,Burnley FC,Andre Gray,Centre-Forward
2016/17,Burnley FC,Ashley Barnes,Centre-Forward
2016/17,Burnley FC,Ashley Westwood,Defensive Midfield
2016/17,Burnley FC,Ben Mee,Centre-Back
2016/17,Burnley FC,Brad Jackson,Right-Back
2016/17,Burnley FC,Chris Long,Centre-Forward
2016/17,Burnley FC,Dan Agyei,Right Winger
2016/17,Burnley FC,Danny Lafferty,Left-Back
2016/17,Burnley FC,David Jones,Central Midfield
2016/17,Burnley FC,Dean Marney,Central Midfield
2016/17,Burnley FC,Fredrik Ulvestad,Defensive Midfield
2016/17,Burnley FC,George Boyd,Left Winger
2016/17,Burnley FC,James Tarkowski,Centre-Back
2016/17,Burnley FC,Jeff Hendrick,Central Midfield
2016/17,Burnley FC,Joey Barton,Central Midfield
2016/17,Burnley FC,Jon Flanagan,Right-Back
2016/17,Burnley FC,Jóhann Berg Gudmundsson,Right Winger
2016/17,Burnley FC,Kevin Long,Centre-Back
2016/17,Burnley FC,Lukas Jutkiewicz,Centre-Forward
2016/17,Burnley FC,Matthew Lowton,Right-Back
2016/17,Burnley FC,Michael Keane,Centre-Back
2016/17,Burnley FC,Michael Kightly,Left Winger
2016/17,Burnley FC,Nick Pope,Goalkeeper
2016/17,Burnley FC,Ntumba Massanka,Centre-Forward
2016/17,Burnley FC,Patrick Bamford,Centre-Forward
2016/17,Burnley FC,Paul Robinson,Goalkeeper
2016/17,Burnley FC,Robbie Brady,Left Midfield
2016/17,Burnley FC,Rouwen Hennings,Centre-Forward
2016/17,Burnley FC,Sam Vokes,Centre-Forward
2016/17,Burnley FC,Scott Arfield,Central Midfield
2016/17,Burnley FC,Stephen Ward,Left-Back
2016/17,Burnley FC,Steven Defour,Defensive Midfield
2016/17,Burnley FC,Tendayi Darikwa,Right-Back
2016/17,Burnley FC,Tom Anderson,Centre-Back
2016/17,Burnley FC,Tom Heaton,Goalkeeper
2016/17,Chelsea,Abdul Rahman Baba,Left-Back
2016/17,Chelsea,Andreas Christensen,Centre-Back
2016/17,Chelsea,Asmir Begovic,Goalkeeper
2016/17,Chelsea,Bertrand Traoré,Right Winger
2016/17,Chelsea,Branislav Ivanovic,Right-Back
2016/17,Chelsea,Cesc Fàbregas,Central Midfield
2016/17,Chelsea,Christian Atsu,Left Winger
2016/17,Chelsea,Cristian Cuevas,Left Winger
2016/17,Chelsea,César Azpilicueta,Centre-Back
2016/17,Chelsea,Danilo Pantic,Attacking Midfield
2016/17,Chelsea,David Luiz,Centre-Back
2016/17,Chelsea,Diego Costa,Centre-Forward
2016/17,Chelsea,Dominic Solanke,Centre-Forward
2016/17,Chelsea,Eden Hazard,Left Winger
2016/17,Chelsea,Eduardo,Goalkeeper
2016/17,Chelsea,Gary Cahill,Centre-Back
2016/17,Chelsea,Jamal Blackman,Goalkeeper
2016/17,Chelsea,John Terry,Centre-Back
2016/17,Chelsea,Juan Cuadrado,Right Midfield
2016/17,Chelsea,Jérémie Boga,Left Winger
2016/17,Chelsea,Kenedy,Left Winger
2016/17,Chelsea,Kenneth Omeruo,Centre-Back
2016/17,Chelsea,Kurt Zouma,Centre-Back
2016/17,Chelsea,Lewis Baker,Central Midfield
2016/17,Chelsea,Loïc Rémy,Centre-Forward
2016/17,Chelsea,Lucas Piazón,Attacking Midfield
2016/17,Chelsea,Marco van Ginkel,Central Midfield
2016/17,Chelsea,Marcos Alonso,Centre-Back
2016/17,Chelsea,Mario Pašalić,Central Midfield
2016/17,Chelsea,Matej Delac,Goalkeeper
2016/17,Chelsea,Matt Miazga,Centre-Back
2016/17,Chelsea,Michael Hector,Centre-Back
2016/17,Chelsea,Michy Batshuayi,Centre-Forward
2016/17,Chelsea,N'Golo Kanté,Defensive Midfield
2016/17,Chelsea,Nathan,Attacking Midfield
2016/17,Chelsea,Nathan Aké,Centre-Back
2016/17,Chelsea,Nathaniel Chalobah,Defensive Midfield
2016/17,Chelsea,Nemanja Matić,Defensive Midfield
2016/17,Chelsea,Ola Aina,Right-Back
2016/17,Chelsea,Oscar,Attacking Midfield
2016/17,Chelsea,Pedro,Right Winger
2016/17,Chelsea,Ruben Loftus-Cheek,Central Midfield
2016/17,Chelsea,Thibaut Courtois,Goalkeeper
2016/17,Chelsea,Todd Kane,Right-Back
2016/17,Chelsea,Tomas Kalas,Centre-Back
2016/17,Chelsea,Victor Moses,Right Winger
2016/17,Chelsea,Victorien Angban,Central Midfield
2016/17,Chelsea,Wallace Oliveira,Right-Back
2016/17,Chelsea,Willian,Left Winger
2016/17,Crystal Palace,Aaron Wan-Bissaka,Right-Back
2016/17,Crystal Palace,Andros Townsend,Right Winger
2016/17,Crystal Palace,Bakary Sako,Left Winger
2016/17,Crystal Palace,Ben Wynter,Right-Back
2016/17,Crystal Palace,Christian Benteke,Centre-Forward
2016/17,Crystal Palace,Chung-yong Lee,Right Winger
2016/17,Crystal Palace,Connor Wickham,Centre-Forward
2016/17,Crystal Palace,Damien Delaney,Centre-Back
2016/17,Crystal Palace,Fraizer Campbell,Centre-Forward
2016/17,Crystal Palace,Freddie Ladapo,Centre-Forward
2016/17,Crystal Palace,Hiram Boateng,Central Midfield
2016/17,Crystal Palace,James McArthur,Central Midfield
2016/17,Crystal Palace,James Tomkins,Centre-Back
2016/17,Crystal Palace,Jason Puncheon,Central Midfield
2016/17,Crystal Palace,Jeffrey Schlupp,Left Midfield
2016/17,Crystal Palace,Joe Ledley,Central Midfield
2016/17,Crystal Palace,Joel Ward,Right-Back
2016/17,Crystal Palace,Jonathan Benteke,Centre-Forward
2016/17,Crystal Palace,Jonny Williams,Attacking Midfield
2016/17,Crystal Palace,Jordon Mutch,Central Midfield
2016/17,Crystal Palace,Julián Speroni,Goalkeeper
2016/17,Crystal Palace,Keshi Anderson,Left Winger
2016/17,Crystal Palace,Kleton Perntreou,Goalkeeper
2016/17,Crystal Palace,Kwesi Appiah,Centre-Forward
2016/17,Crystal Palace,Loïc Rémy,Centre-Forward
2016/17,Crystal Palace,Luka Milivojevic,Defensive Midfield
2016/17,Crystal Palace,Luke Croll,Centre-Back
2016/17,Crystal Palace,Luke Dreher,Central Midfield
2016/17,Crystal Palace,Mamadou Sakho,Centre-Back
2016/17,Crystal Palace,Martin Kelly,Right-Back
2016/17,Crystal Palace,Mathieu Flamini,Defensive Midfield
2016/17,Crystal Palace,Michael Phillips,Defensive Midfield
2016/17,Crystal Palace,Mile Jedinak,Defensive Midfield
2016/17,Crystal Palace,Noor Husin,Central Midfield
2016/17,Crystal Palace,Pape Souaré,Left-Back
2016/17,Crystal Palace,Patrick van Aanholt,Left-Back
2016/17,Crystal Palace,Ryan Inniss,Centre-Back
2016/17,Crystal Palace,Scott Dann,Centre-Back
2016/17,Crystal Palace,Steve Mandanda,Goalkeeper
2016/17,Crystal Palace,Sullay Kaikai,Left Winger
2016/17,Crystal Palace,Wayne Hennessey,Goalkeeper
2016/17,Crystal Palace,Wilfried Zaha,Left Winger
2016/17,Crystal Palace,Yannick Bolasie,Centre-Forward
2016/17,Crystal Palace,Yohan Cabaye,Central Midfield
2016/17,Crystal Palace,Zeki Fryers,Left-Back
2016/17,Everton,Aaron Lennon,Right Winger
2016/17,Everton,Ademola Lookman,Left Winger
2016/17,Everton,Aiden McGeady,Left Winger
2016/17,Everton,Arouna Koné,Centre-Forward
2016/17,Everton,Ashley Williams,Centre-Back
2016/17,Everton,Brendan Galloway,Centre-Back
2016/17,Everton,Bryan Oviedo,Left-Back
2016/17,Everton,Conor McAleny,Centre-Forward
2016/17,Everton,Darron Gibson,Central Midfield
2016/17,Everton,Dominic Calvert-Lewin,Centre-Forward
2016/17,Everton,Enner Valencia,Centre-Forward
2016/17,Everton,Gareth Barry,Defensive Midfield
2016/17,Everton,Gerard Deulofeu,Centre-Forward
2016/17,Everton,Idrissa Gueye,Defensive Midfield
2016/17,Everton,James McCarthy,Central Midfield
2016/17,Everton,Joe Williams,Central Midfield
2016/17,Everton,Joel Robles,Goalkeeper
2016/17,Everton,Jonjoe Kenny,Right-Back
2016/17,Everton,Kevin Mirallas,Right Winger
2016/17,Everton,Leandro Rodríguez,Centre-Forward
2016/17,Everton,Leighton Baines,Left-Back
2016/17,Everton,Luke Garbutt,Left-Back
2016/17,Everton,Maarten Stekelenburg,Goalkeeper
2016/17,Everton,Mason Holgate,Centre-Back
2016/17,Everton,Mateusz Hewelt,Goalkeeper
2016/17,Everton,Matthew Pennington,Centre-Back
2016/17,Everton,Morgan Schneiderlin,Defensive Midfield
2016/17,Everton,Muhamed Besic,Defensive Midfield
2016/17,Everton,Oumar Niasse,Centre-Forward
2016/17,Everton,Phil Jagielka,Centre-Back
2016/17,Everton,Ramiro Funes Mori,Centre-Back
2016/17,Everton,Romelu Lukaku,Centre-Forward
2016/17,Everton,Ross Barkley,Central Midfield
2016/17,Everton,Shani Tarashaj,Second Striker
2016/17,Everton,Séamus Coleman,Right-Back
2016/17,Everton,Tom Cleverley,Central Midfield
2016/17,Everton,Tom Davies,Central Midfield
2016/17,Everton,Tyias Browning,Centre-Back
2016/17,Everton,Yannick Bolasie,Centre-Forward
2016/17,Hull,Abel Hernández,Centre-Forward
2016/17,Hull,Adama Diomande,Centre-Forward
2016/17,Hull,Ahmed El Mohamady,Right-Back
2016/17,Hull,Alex Bruce,Centre-Back
2016/17,Hull,Alfred N'Diaye,Defensive Midfield
2016/17,Hull,Allan McGregor,Goalkeeper
2016/17,Hull,Andrea Ranocchia,Centre-Back
2016/17,Hull,Andrew Robertson,Left-Back
2016/17,Hull,Ben Hinchliffe,Left Winger
2016/17,Hull,Brian Lenihan,Right-Back
2016/17,Hull,Curtis Davies,Centre-Back
2016/17,Hull,Daniel Batty,Central Midfield
2016/17,Hull,David Marshall,Goalkeeper
2016/17,Hull,David Meyler,Central Midfield
2016/17,Hull,Dieumerci Mbokani,Centre-Forward
2016/17,Hull,Dusan Kuciak,Goalkeeper
2016/17,Hull,Eldin Jakupović,Goalkeeper
2016/17,Hull,Evandro,Attacking Midfield
2016/17,Hull,Greg Luer,Centre-Forward
2016/17,Hull,Greg Olley,Attacking Midfield
2016/17,Hull,Harry Maguire,Centre-Back
2016/17,Hull,Harvey Rodgers,Centre-Back
2016/17,Hull,Jake Livermore,Defensive Midfield
2016/17,Hull,James Weir,Central Midfield
2016/17,Hull,Jarrod Bowen,Right Winger
2016/17,Hull,Johan Ter Horst,Centre-Forward
2016/17,Hull,Josh Clackstone,Right-Back
2016/17,Hull,Josh Tymon,Left-Back
2016/17,Hull,Kamil Grosicki,Left Winger
2016/17,Hull,Lazar Markovic,Right Winger
2016/17,Hull,Markus Henriksen,Central Midfield
2016/17,Hull,Michael Dawson,Centre-Back
2016/17,Hull,Moses Odubajo,Right-Back
2016/17,Hull,Omar Elabdellaoui,Right-Back
2016/17,Hull,Oumar Niasse,Centre-Forward
2016/17,Hull,Robert Snodgrass,Right Winger
2016/17,Hull,Ryan Mason,Central Midfield
2016/17,Hull,Sam Clucas,Central Midfield
2016/17,Hull,Shaun Maloney,Attacking Midfield
2016/17,Hull,Tom Huddlestone,Defensive Midfield
2016/17,Hull,Will Keane,Centre-Forward
2016/17,Hull,Will Mannion,Goalkeeper
2016/17,Leicester,Ahmed Musa,Left Winger
2016/17,Leicester,Andy King,Central Midfield
2016/17,Leicester,Bartosz Kapustka,Attacking Midfield
2016/17,Leicester,Ben Chilwell,Left-Back
2016/17,Leicester,Ben Hamer,Goalkeeper
2016/17,Leicester,Christian Fuchs,Left-Back
2016/17,Leicester,Daniel Amartey,Centre-Back
2016/17,Leicester,Danny Drinkwater,Central Midfield
2016/17,Leicester,Danny Simpson,Right-Back
2016/17,Leicester,Demarai Gray,Left Winger
2016/17,Leicester,Elliott Moore,Centre-Back
2016/17,Leicester,Harvey Barnes,Left Winger
2016/17,Leicester,Islam Slimani,Centre-Forward
2016/17,Leicester,Jamie Vardy,Centre-Forward
2016/17,Leicester,Jeffrey Schlupp,Left Midfield
2016/17,Leicester,Kasper Schmeichel,Goalkeeper
2016/17,Leicester,Leonardo Ulloa,Centre-Forward
2016/17,Leicester,Luis Hernández,Centre-Back
2016/17,Leicester,Marc Albrighton,Right Midfield
2016/17,Leicester,Marcin Wasilewski,Centre-Back
2016/17,Leicester,Matty James,Central Midfield
2016/17,Leicester,Molla Wagué,Centre-Back
2016/17,Leicester,Nampalys Mendy,Defensive Midfield
2016/17,Leicester,Riyad Mahrez,Right Winger
2016/17,Leicester,Robert Huth,Centre-Back
2016/17,Leicester,Ron-Robert Zieler,Goalkeeper
2016/17,Leicester,Shinji Okazaki,Centre-Forward
2016/17,Leicester,Tom Lawrence,Attacking Midfield
2016/17,Leicester,Wes Morgan,Centre-Back
2016/17,Leicester,Wilfred Ndidi,Defensive Midfield
2016/17,Leicester,Yohan Benalouane,Centre-Back
2016/17,Liverpool,Adam Lallana,Attacking Midfield
2016/17,Liverpool,Alberto Moreno,Left-Back
2016/17,Liverpool,Alexander Manninger,Goalkeeper
2016/17,Liverpool,Andre Wisdom,Right-Back
2016/17,Liverpool,Ben Woodburn,Attacking Midfield
2016/17,Liverpool,Connor Randall,Right-Back
2016/17,Liverpool,Daniel Sturridge,Centre-Forward
2016/17,Liverpool,Danny Ings,Centre-Forward
2016/17,Liverpool,Danny Ward,Goalkeeper
2016/17,Liverpool,Dejan Lovren,Centre-Back
2016/17,Liverpool,Divock Origi,Centre-Forward
2016/17,Liverpool,Emre Can,Centre-Back
2016/17,Liverpool,Georginio Wijnaldum,Central Midfield
2016/17,Liverpool,Harry Wilson,Right Winger
2016/17,Liverpool,James Milner,Central Midfield
2016/17,Liverpool,Joe Gomez,Centre-Back
2016/17,Liverpool,Jon Flanagan,Right-Back
2016/17,Liverpool,Jordan Henderson,Defensive Midfield
2016/17,Liverpool,Joël Matip,Centre-Back
2016/17,Liverpool,Kevin Stewart,Defensive Midfield
2016/17,Liverpool,Lazar Markovic,Right Winger
2016/17,Liverpool,Loris Karius,Goalkeeper
2016/17,Liverpool,Lucas Leiva,Defensive Midfield
2016/17,Liverpool,MJ Williams,Defensive Midfield
2016/17,Liverpool,Mamadou Sakho,Centre-Back
2016/17,Liverpool,Marko Grujić,Defensive Midfield
2016/17,Liverpool,Nathaniel Clyne,Right-Back
2016/17,Liverpool,Ovie Ejaria,Left Winger
2016/17,Liverpool,Paulinho,Central Midfield
2016/17,Liverpool,Philippe Coutinho,Attacking Midfield
2016/17,Liverpool,Ragnar Klavan,Centre-Back
2016/17,Liverpool,Rhian Brewster,Centre-Forward
2016/17,Liverpool,Roberto Firmino,Centre-Forward
2016/17,Liverpool,Sadio Mané,Left Winger
2016/17,Liverpool,Sheyi Ojo,Right Winger
2016/17,Liverpool,Simon Mignolet,Goalkeeper
2016/17,Liverpool,Trent Alexander-Arnold,Right-Back
2016/17,Liverpool,Ádám Bogdán,Goalkeeper
2016/17,Man City,Aleix García,Central Midfield
2016/17,Man City,Aleksandar Kolarov,Left-Back
2016/17,Man City,Angeliño,Left-Back
2016/17,Man City,Angus Gunn,Goalkeeper
2016/17,Man City,Bacary Sagna,Right-Back
2016/17,Man City,Brahim Díaz,Right Winger
2016/17,Man City,Claudio Bravo,Goalkeeper
2016/17,Man City,David Silva,Attacking Midfield
2016/17,Man City,Eliaquim Mangala,Centre-Back
2016/17,Man City,Fabian Delph,Central Midfield
2016/17,Man City,Fernandinho,Defensive Midfield
2016/17,Man City,Fernando,Defensive Midfield
2016/17,Man City,Gabriel Jesus,Centre-Forward
2016/17,Man City,Gaël Clichy,Left-Back
2016/17,Man City,Jesús Navas,Right Midfield
2016/17,Man City,Joe Hart,Goalkeeper
2016/17,Man City,John Stones,Centre-Back
2016/17,Man City,Kelechi Iheanacho,Centre-Forward
2016/17,Man City,Kevin De Bruyne,Attacking Midfield
2016/17,Man City,Leroy Sané,Right Winger
2016/17,Man City,Nicolás Otamendi,Centre-Back
2016/17,Man City,Nolito,Left Winger
2016/17,Man City,Oleksandr Zinchenko,Left-Back
2016/17,Man City,Pablo Maffeo,Right-Back
2016/17,Man City,Pablo Zabaleta,Right-Back
2016/17,Man City,Phil Foden,Attacking Midfield
2016/17,Man City,Raheem Sterling,Right Winger
2016/17,Man City,Samir Nasri,Attacking Midfield
2016/17,Man City,Sergio Agüero,Centre-Forward
2016/17,Man City,Tosin Adarabioyo,Centre-Back
2016/17,Man City,Vincent Kompany,Centre-Back
2016/17,Man City,Wilfried Bony,Centre-Forward
2016/17,Man City,Willy Caballero,Goalkeeper
2016/17,Man City,Yaya Touré,Central Midfield
2016/17,Man City,İlkay Gündoğan,Central Midfield
2016/17,Man United,Adnan Januzaj,Right Winger
2016/17,Man United,Ander Herrera,Central Midfield
2016/17,Man United,Andreas Pereira,Central Midfield
2016/17,Man United,Angel Gomes,Attacking Midfield
2016/17,Man United,Anthony Martial,Centre-Forward
2016/17,Man United,Antonio Valencia,Right-Back
2016/17,Man United,Ashley Young,Right-Back
2016/17,Man United,Axel Tuanzebe,Centre-Back
2016/17,Man United,Bastian Schweinsteiger,Central Midfield
2016/17,Man United,Cameron Borthwick-Jackson,Left-Back
2016/17,Man United,Chris Smalling,Centre-Back
2016/17,Man United,Daley Blind,Centre-Back
2016/17,Man United,David de Gea,Goalkeeper
2016/17,Man United,Dean Henderson,Goalkeeper
2016/17,Man United,Demetri Mitchell,Right Winger
2016/17,Man United,Eric Bailly,Centre-Back
2016/17,Man United,Guillermo Varela,Right-Back
2016/17,Man United,Henrikh Mkhitaryan,Central Midfield
2016/17,Man United,James Wilson,Centre-Forward
2016/17,Man United,Jesse Lingard,Attacking Midfield
2016/17,Man United,Joel Pereira,Goalkeeper
2016/17,Man United,Josh Harrop,Attacking Midfield
2016/17,Man United,Juan Mata,Attacking Midfield
2016/17,Man United,Kieran O'Hara,Goalkeeper
2016/17,Man United,Luke Shaw,Left-Back
2016/17,Man United,Marcos Rojo,Centre-Back
2016/17,Man United,Marcus Rashford,Left Winger
2016/17,Man United,Marouane Fellaini,Central Midfield
2016/17,Man United,Matteo Darmian,Right-Back
2016/17,Man United,Matty Willock,Central Midfield
2016/17,Man United,Memphis Depay,Centre-Forward
2016/17,Man United,Michael Carrick,Defensive Midfield
2016/17,Man United,Morgan Schneiderlin,Defensive Midfield
2016/17,Man United,Paul Pogba,Central Midfield
2016/17,Man United,Phil Jones,Centre-Back
2016/17,Man United,Sam Johnstone,Goalkeeper
2016/17,Man United,Scott McTominay,Central Midfield
2016/17,Man United,Sergio Romero,Goalkeeper
2016/17,Man United,Timothy Fosu-Mensah,Right-Back
2016/17,Man United,Wayne Rooney,Centre-Forward
2016/17,Man United,Zak Dearnley,Centre-Forward
2016/17,Man United,Zlatan Ibrahimović,Centre-Forward
2016/17,Middlesbrough,Adam Clayton,Central Midfield
2016/17,Middlesbrough,Adam Forshaw,Central Midfield
2016/17,Middlesbrough,Adam Reach,Left-Back
2016/17,Middlesbrough,Adama Traoré,Right Winger
2016/17,Middlesbrough,Adlène Guédioura,Defensive Midfield
2016/17,Middlesbrough,Albert Adomah,Right Winger
2016/17,Middlesbrough,Alex Baptiste,Centre-Back
2016/17,Middlesbrough,Antonio Barragán,Right-Back
2016/17,Middlesbrough,Ben Gibson,Centre-Back
2016/17,Middlesbrough,Bernardo Espinosa,Centre-Back
2016/17,Middlesbrough,Brad Guzan,Goalkeeper
2016/17,Middlesbrough,Calum Chambers,Centre-Back
2016/17,Middlesbrough,Carlos de Pena,Left Winger
2016/17,Middlesbrough,Connor Ripley,Goalkeeper
2016/17,Middlesbrough,Cristhian Stuani,Centre-Forward
2016/17,Middlesbrough,Dael Fry,Centre-Back
2016/17,Middlesbrough,Daniel Ayala,Centre-Back
2016/17,Middlesbrough,David Nugent,Centre-Forward
2016/17,Middlesbrough,Dimitrios Konstantopoulos,Goalkeeper
2016/17,Middlesbrough,Emilio Nsue,Centre-Forward
2016/17,Middlesbrough,Fábio,Right-Back
2016/17,Middlesbrough,Gastón Ramírez,Central Midfield
2016/17,Middlesbrough,George Friend,Left-Back
2016/17,Middlesbrough,Grant Leadbitter,Central Midfield
2016/17,Middlesbrough,James Husband,Left-Back
2016/17,Middlesbrough,Jordan Rhodes,Centre-Forward
2016/17,Middlesbrough,Julien De Sart,Defensive Midfield
2016/17,Middlesbrough,Marten de Roon,Defensive Midfield
2016/17,Middlesbrough,Patrick Bamford,Centre-Forward
2016/17,Middlesbrough,Rudy Gestede,Centre-Forward
2016/17,Middlesbrough,Stewart Downing,Left Midfield
2016/17,Middlesbrough,Tomás Mejías,Goalkeeper
2016/17,Middlesbrough,Viktor Fischer,Left Winger
2016/17,Middlesbrough,Víctor Valdés,Goalkeeper
2016/17,Middlesbrough,Álvaro Negredo,Centre-Forward
2016/17,Southampton,Alex McCarthy,Goalkeeper
